"Sample","Population","Country","Region"
"ERR123898","ESEA","Cambodia","Asia"
"ERR123900","SAM","Peru","SAM"
"ERR123901","SAM","Peru","SAM"
"ERR123902","SAM","Peru","SAM"
"ERR123903","SAM","Peru","SAM"
"ERR126004","ESEA","Laos","Asia"
"ERR126005","ESEA","Laos","Asia"
"ERR126006","ESEA","Laos","Asia"
"ERR126007","ESEA","Laos","Asia"
"ERR126008","ESEA","Laos","Asia"
"ERR126010","ESEA","VietNam","Asia"
"ERR126011","ESEA","VietNam","Asia"
"ERR126013","ESEA","VietNam","Asia"
"ERR126016","ESEA","Cambodia","Asia"
"ERR126017","ESEA","Cambodia","Asia"
"ERR126018","ESEA","Cambodia","Asia"
"ERR126020","WSEA","Myanmar","Asia"
"ERR126022","WSEA","Myanmar","Asia"
"ERR126023","ESEA","VietNam","Asia"
"ERR126024","ESEA","VietNam","Asia"
"ERR126026","ESEA","VietNam","Asia"
"ERR126367","ESEA","Laos","Asia"
"ERR126368","ESEA","Laos","Asia"
"ERR126369","ESEA","Laos","Asia"
"ERR126370","ESEA","VietNam","Asia"
"ERR126371","ESEA","VietNam","Asia"
"ERR126372","ESEA","VietNam","Asia"
"ERR126375","ESEA","VietNam","Asia"
"ERR126376","ESEA","VietNam","Asia"
"ERR126378","ESEA","VietNam","Asia"
"ERR126379","ESEA","Laos","Asia"
"ERR126380","ESEA","VietNam","Asia"
"ERR126381","ESEA","VietNam","Asia"
"ERR126383","ESEA","VietNam","Asia"
"ERR126384","ESEA","VietNam","Asia"
"ERR126385","ESEA","VietNam","Asia"
"ERR126386","ESEA","VietNam","Asia"
"ERR126389","ESEA","VietNam","Asia"
"ERR126390","ESEA","VietNam","Asia"
"ERR126391","ESEA","VietNam","Asia"
"ERR126393","ESEA","VietNam","Asia"
"ERR126394","ESEA","VietNam","Asia"
"ERR126395","ESEA","VietNam","Asia"
"ERR126396","ESEA","VietNam","Asia"
"ERR126397","ESEA","VietNam","Asia"
"ERR126400","ESEA","VietNam","Asia"
"ERR126402","ESEA","VietNam","Asia"
"ERR126403","WSEA","Myanmar","Asia"
"ERR126404","ESEA","Laos","Asia"
"ERR126407","ESEA","VietNam","Asia"
"ERR126412","ESEA","VietNam","Asia"
"ERR126413","ESEA","VietNam","Asia"
"ERR126415","WSEA","Myanmar","Asia"
"ERR126416","WSEA","Myanmar","Asia"
"ERR126418","WSEA","Myanmar","Asia"
"ERR126419","WSEA","Myanmar","Asia"
"ERR126420","WSEA","Myanmar","Asia"
"ERR126423","ESEA","VietNam","Asia"
"ERR126424","ESEA","VietNam","Asia"
"ERR126425","ESEA","VietNam","Asia"
"ERR126427","WSEA","Myanmar","Asia"
"ERR126428","WSEA","Myanmar","Asia"
"ERR126429","WSEA","Myanmar","Asia"
"ERR126430","WSEA","Myanmar","Asia"
"ERR126431","ESEA","Laos","Asia"
"ERR126433","ESEA","VietNam","Asia"
"ERR126434","ESEA","VietNam","Asia"
"ERR126437","ESEA","VietNam","Asia"
"ERR126438","ESEA","VietNam","Asia"
"ERR126439","WSEA","Myanmar","Asia"
"ERR126440","WSEA","Myanmar","Asia"
"ERR126442","WSEA","Myanmar","Asia"
"ERR126443","ESEA","Laos","Asia"
"ERR126444","ESEA","Laos","Asia"
"ERR126447","ESEA","VietNam","Asia"
"ERR126449","ESEA","VietNam","Asia"
"ERR126451","WSEA","Myanmar","Asia"
"ERR126452","WSEA","Myanmar","Asia"
"ERR126453","ESEA","Laos","Asia"
"ERR126455","ESEA","Laos","Asia"
"ERR126462","ESEA","VietNam","Asia"
"ERR126463","WSEA","Myanmar","Asia"
"ERR126464","WSEA","Myanmar","Asia"
"ERR126465","ESEA","Laos","Asia"
"ERR126466","ESEA","Laos","Asia"
"ERR126468","ESEA","Laos","Asia"
"ERR126470","ESEA","VietNam","Asia"
"ERR126474","ESEA","VietNam","Asia"
"ERR126475","WSEA","Myanmar","Asia"
"ERR126476","WSEA","Myanmar","Asia"
"ERR126477","WSEA","Myanmar","Asia"
"ERR126478","WSEA","Myanmar","Asia"
"ERR126479","ESEA","Laos","Asia"
"ERR126480","ESEA","Laos","Asia"
"ERR126481","ESEA","Laos","Asia"
"ERR126482","ESEA","Laos","Asia"
"ERR126483","ESEA","VietNam","Asia"
"ERR126487","WSEA","Myanmar","Asia"
"ERR126488","WSEA","Myanmar","Asia"
"ERR126489","ESEA","Laos","Asia"
"ERR126492","ESEA","Laos","Asia"
"ERR126497","ESEA","VietNam","Asia"
"ERR126500","WSEA","Myanmar","Asia"
"ERR126501","WSEA","Myanmar","Asia"
"ERR126502","WSEA","Myanmar","Asia"
"ERR126503","WSEA","Myanmar","Asia"
"ERR126504","WSEA","Myanmar","Asia"
"ERR126505","ESEA","Laos","Asia"
"ERR126506","ESEA","Laos","Asia"
"ERR126509","ESEA","VietNam","Asia"
"ERR126510","ESEA","VietNam","Asia"
"ERR126513","WSEA","Myanmar","Asia"
"ERR126514","WSEA","Myanmar","Asia"
"ERR126515","WSEA","Myanmar","Asia"
"ERR126516","WSEA","Myanmar","Asia"
"ERR126517","WSEA","Myanmar","Asia"
"ERR126519","ESEA","Laos","Asia"
"ERR126524","WSEA","Myanmar","Asia"
"ERR126525","WSEA","Myanmar","Asia"
"ERR126526","ESEA","Laos","Asia"
"ERR126537","WSEA","Myanmar","Asia"
"ERR126540","ESEA","VietNam","Asia"
"ERR126545","ESEA","VietNam","Asia"
"ERR126546","ESEA","VietNam","Asia"
"ERR126547","WSEA","Myanmar","Asia"
"ERR126548","WSEA","Myanmar","Asia"
"ERR126549","WSEA","Myanmar","Asia"
"ERR126550","ESEA","VietNam","Asia"
"ERR126551","ESEA","VietNam","Asia"
"ERR126552","ESEA","VietNam","Asia"
"ERR126553","ESEA","VietNam","Asia"
"ERR126554","ESEA","VietNam","Asia"
"ERR126556","ESEA","VietNam","Asia"
"ERR126558","ESEA","VietNam","Asia"
"ERR126559","EAF","Kenya","Africa"
"ERR126560","WSEA","Myanmar","Asia"
"ERR126561","ESEA","Laos","Asia"
"ERR126562","ESEA","VietNam","Asia"
"ERR126563","ESEA","VietNam","Asia"
"ERR126564","ESEA","VietNam","Asia"
"ERR126565","ESEA","VietNam","Asia"
"ERR126566","ESEA","VietNam","Asia"
"ERR126568","ESEA","VietNam","Asia"
"ERR126570","ESEA","VietNam","Asia"
"ERR1274840","WSEA","Myanmar","Asia"
"ERR1274841","WSEA","Myanmar","Asia"
"ERR1274843","WSEA","Myanmar","Asia"
"ERR1274844","WSEA","Myanmar","Asia"
"ERR1274846","WSEA","Myanmar","Asia"
"ERR1274847","WSEA","Myanmar","Asia"
"ERR1274848","WSEA","Myanmar","Asia"
"ERR1274849","WSEA","Myanmar","Asia"
"ERR1274850","WSEA","Myanmar","Asia"
"ERR1274851","WSEA","Myanmar","Asia"
"ERR1274852","WSEA","Myanmar","Asia"
"ERR1274853","WSEA","Myanmar","Asia"
"ERR1274854","WSEA","Myanmar","Asia"
"ERR1274855","WSEA","Myanmar","Asia"
"ERR1274856","WSEA","Myanmar","Asia"
"ERR1274857","WSEA","Myanmar","Asia"
"ERR1274858","WSEA","Myanmar","Asia"
"ERR1274859","WSEA","Myanmar","Asia"
"ERR1274860","WSEA","Myanmar","Asia"
"ERR1274861","WSEA","Myanmar","Asia"
"ERR1274863","WSEA","Myanmar","Asia"
"ERR1274864","WSEA","Myanmar","Asia"
"ERR1274865","WSEA","Myanmar","Asia"
"ERR1274866","WSEA","Myanmar","Asia"
"ERR1274867","WSEA","Myanmar","Asia"
"ERR1274868","WSEA","Myanmar","Asia"
"ERR1274870","WSEA","Myanmar","Asia"
"ERR1274871","WSEA","Myanmar","Asia"
"ERR1274874","WSEA","Myanmar","Asia"
"ERR1274879","WSEA","Myanmar","Asia"
"ERR1274880","WSEA","Myanmar","Asia"
"ERR1274881","WSEA","Myanmar","Asia"
"ERR1274882","WSEA","Myanmar","Asia"
"ERR1274885","WSEA","Myanmar","Asia"
"ERR1274888","WSEA","Myanmar","Asia"
"ERR1274889","WSEA","Myanmar","Asia"
"ERR1274890","WSEA","Myanmar","Asia"
"ERR1274891","WSEA","Myanmar","Asia"
"ERR1274893","WSEA","Myanmar","Asia"
"ERR1274894","WSEA","Myanmar","Asia"
"ERR1274896","WSEA","Myanmar","Asia"
"ERR1274897","WSEA","Myanmar","Asia"
"ERR1274898","WSEA","Myanmar","Asia"
"ERR1274899","WSEA","Myanmar","Asia"
"ERR1274901","WSEA","Myanmar","Asia"
"ERR1274903","WSEA","Myanmar","Asia"
"ERR1274904","WSEA","Myanmar","Asia"
"ERR1274905","WSEA","Myanmar","Asia"
"ERR128858","ESEA","Laos","Asia"
"ERR128859","ESEA","VietNam","Asia"
"ERR128860","ESEA","VietNam","Asia"
"ERR128861","ESEA","VietNam","Asia"
"ERR128863","ESEA","VietNam","Asia"
"ERR128864","ESEA","VietNam","Asia"
"ERR128865","ESEA","VietNam","Asia"
"ERR128867","ESEA","VietNam","Asia"
"ERR128868","ESEA","VietNam","Asia"
"ERR164693","ESEA","Thailand","Asia"
"ERR164694","WSEA","Thailand","Asia"
"ERR164696","WSEA","Thailand","Asia"
"ERR164697","WSEA","Thailand","Asia"
"ERR164698","WSEA","Thailand","Asia"
"ERR164699","WSEA","Thailand","Asia"
"ERR164701","WSEA","Thailand","Asia"
"ERR164702","WSEA","Thailand","Asia"
"ERR164709","WSEA","Thailand","Asia"
"ERR164710","ESEA","Thailand","Asia"
"ERR164711","WSEA","Thailand","Asia"
"ERR164712","WSEA","Thailand","Asia"
"ERR164713","WSEA","Thailand","Asia"
"ERR164714","WSEA","Thailand","Asia"
"ERR164715","WSEA","Thailand","Asia"
"ERR164717","WSEA","Thailand","Asia"
"ERR164718","WSEA","Thailand","Asia"
"ERR164719","WSEA","Thailand","Asia"
"ERR164720","ESEA","Thailand","Asia"
"ERR164721","ESEA","Thailand","Asia"
"ERR164722","WSEA","Thailand","Asia"
"ERR164723","WSEA","Thailand","Asia"
"ERR164724","WSEA","Thailand","Asia"
"ERR164725","WSEA","Thailand","Asia"
"ERR164726","WSEA","Thailand","Asia"
"ERR164727","WSEA","Thailand","Asia"
"ERR164729","WSEA","Thailand","Asia"
"ERR164730","WSEA","Thailand","Asia"
"ERR164731","WSEA","Thailand","Asia"
"ERR164732","ESEA","Cambodia","Asia"
"ERR164733","WSEA","Thailand","Asia"
"ERR164734","WSEA","Thailand","Asia"
"ERR164735","WSEA","Thailand","Asia"
"ERR164737","ESEA","VietNam","Asia"
"ERR164740","WSEA","Thailand","Asia"
"ERR171561","ESEA","Cambodia","Asia"
"ERR171562","WSEA","Myanmar","Asia"
"ERR171564","WSEA","Myanmar","Asia"
"ERR171565","ESEA","Cambodia","Asia"
"ERR171566","ESEA","Cambodia","Asia"
"ERR171567","ESEA","Cambodia","Asia"
"ERR171568","ESEA","VietNam","Asia"
"ERR171570","ESEA","VietNam","Asia"
"ERR171571","ESEA","VietNam","Asia"
"ERR171572","ESEA","VietNam","Asia"
"ERR171573","ESEA","VietNam","Asia"
"ERR171575","ESEA","Cambodia","Asia"
"ERR171576","WSEA","Myanmar","Asia"
"ERR171578","ESEA","Cambodia","Asia"
"ERR171579","ESEA","VietNam","Asia"
"ERR171581","ESEA","VietNam","Asia"
"ERR171582","ESEA","VietNam","Asia"
"ERR171585","ESEA","Cambodia","Asia"
"ERR171586","ESEA","Cambodia","Asia"
"ERR171588","ESEA","Cambodia","Asia"
"ERR171590","ESEA","Cambodia","Asia"
"ERR171592","ESEA","Cambodia","Asia"
"ERR171594","ESEA","Cambodia","Asia"
"ERR171595","ESEA","Cambodia","Asia"
"ERR171596","ESEA","Cambodia","Asia"
"ERR171597","ESEA","Cambodia","Asia"
"ERR171599","ESEA","Cambodia","Asia"
"ERR171600","ESEA","Cambodia","Asia"
"ERR171605","ESEA","Cambodia","Asia"
"ERR171606","ESEA","Cambodia","Asia"
"ERR171607","ESEA","Cambodia","Asia"
"ERR171608","ESEA","Cambodia","Asia"
"ERR171610","ESEA","Cambodia","Asia"
"ERR171611","ESEA","Cambodia","Asia"
"ERR171613","ESEA","Cambodia","Asia"
"ERR171614","ESEA","Cambodia","Asia"
"ERR171615","ESEA","Cambodia","Asia"
"ERR171619","ESEA","Cambodia","Asia"
"ERR171623","ESEA","Cambodia","Asia"
"ERR171624","ESEA","Cambodia","Asia"
"ERR171626","ESEA","Cambodia","Asia"
"ERR171628","ESEA","Cambodia","Asia"
"ERR171629","ESEA","Cambodia","Asia"
"ERR171630","ESEA","Cambodia","Asia"
"ERR171631","ESEA","Cambodia","Asia"
"ERR171632","ESEA","Cambodia","Asia"
"ERR171634","ESEA","Cambodia","Asia"
"ERR171635","ESEA","Cambodia","Asia"
"ERR171636","ESEA","Cambodia","Asia"
"ERR171637","ESEA","Cambodia","Asia"
"ERR171639","ESEA","Cambodia","Asia"
"ERR171640","ESEA","Cambodia","Asia"
"ERR171641","ESEA","Cambodia","Asia"
"ERR171643","ESEA","Cambodia","Asia"
"ERR171645","EAF","Tanzania","Africa"
"ERR171647","EAF","Tanzania","Africa"
"ERR171650","ESEA","Cambodia","Asia"
"ERR171651","ESEA","Cambodia","Asia"
"ERR171652","ESEA","Cambodia","Asia"
"ERR171653","ESEA","Cambodia","Asia"
"ERR171654","ESEA","Cambodia","Asia"
"ERR171656","ESEA","Cambodia","Asia"
"ERR175474","ESEA","Cambodia","Asia"
"ERR175475","ESEA","Cambodia","Asia"
"ERR175476","ESEA","Cambodia","Asia"
"ERR175477","ESEA","Cambodia","Asia"
"ERR175479","ESEA","Cambodia","Asia"
"ERR175480","ESEA","Cambodia","Asia"
"ERR175481","ESEA","Cambodia","Asia"
"ERR175482","ESEA","Cambodia","Asia"
"ERR175484","ESEA","Cambodia","Asia"
"ERR175485","ESEA","Cambodia","Asia"
"ERR175487","ESEA","Cambodia","Asia"
"ERR175488","ESEA","Cambodia","Asia"
"ERR175490","ESEA","Cambodia","Asia"
"ERR175491","ESEA","VietNam","Asia"
"ERR175492","ESEA","Cambodia","Asia"
"ERR175493","ESEA","VietNam","Asia"
"ERR175495","ESEA","Cambodia","Asia"
"ERR175497","ESEA","Cambodia","Asia"
"ERR175498","ESEA","Cambodia","Asia"
"ERR175499","ESEA","VietNam","Asia"
"ERR175502","ESEA","Cambodia","Asia"
"ERR175503","ESEA","VietNam","Asia"
"ERR175504","ESEA","Cambodia","Asia"
"ERR175505","ESEA","VietNam","Asia"
"ERR175506","ESEA","Cambodia","Asia"
"ERR175507","ESEA","Cambodia","Asia"
"ERR175508","ESEA","Cambodia","Asia"
"ERR175509","ESEA","VietNam","Asia"
"ERR175510","WSEA","Myanmar","Asia"
"ERR175511","ESEA","Cambodia","Asia"
"ERR175512","ESEA","Laos","Asia"
"ERR175513","WSEA","Myanmar","Asia"
"ERR175516","ESEA","Cambodia","Asia"
"ERR175518","ESEA","Cambodia","Asia"
"ERR175519","ESEA","Cambodia","Asia"
"ERR175520","ESEA","Cambodia","Asia"
"ERR175522","OCE","PapuaNewGuinea","OCE"
"ERR175524","OCE","PapuaNewGuinea","OCE"
"ERR175525","OCE","PapuaNewGuinea","OCE"
"ERR175527","OCE","PapuaNewGuinea","OCE"
"ERR175529","OCE","PapuaNewGuinea","OCE"
"ERR175531","OCE","PapuaNewGuinea","OCE"
"ERR175533","OCE","PapuaNewGuinea","OCE"
"ERR175534","OCE","PapuaNewGuinea","OCE"
"ERR175535","OCE","PapuaNewGuinea","OCE"
"ERR175538","OCE","PapuaNewGuinea","OCE"
"ERR175539","OCE","PapuaNewGuinea","OCE"
"ERR175542","OCE","PapuaNewGuinea","OCE"
"ERR175545","OCE","PapuaNewGuinea","OCE"
"ERR175546","OCE","PapuaNewGuinea","OCE"
"ERR175548","OCE","PapuaNewGuinea","OCE"
"ERR175553","OCE","PapuaNewGuinea","OCE"
"ERR175554","OCE","PapuaNewGuinea","OCE"
"ERR180048","ESEA","Cambodia","Asia"
"ERR180049","WSEA","Myanmar","Asia"
"ERR180051","ESEA","Cambodia","Asia"
"ERR180052","ESEA","VietNam","Asia"
"ERR180053","ESEA","Laos","Asia"
"ERR180054","ESEA","Cambodia","Asia"
"ERR180055","ESEA","Cambodia","Asia"
"ERR180056","WSEA","Myanmar","Asia"
"ERR180057","ESEA","Cambodia","Asia"
"ERR180058","ESEA","Laos","Asia"
"ERR180059","ESEA","Cambodia","Asia"
"ERR180060","ESEA","VietNam","Asia"
"ERR180061","ESEA","VietNam","Asia"
"ERR180062","ESEA","VietNam","Asia"
"ERR180063","ESEA","VietNam","Asia"
"ERR180064","WSEA","Myanmar","Asia"
"ERR180065","ESEA","VietNam","Asia"
"ERR180066","ESEA","Cambodia","Asia"
"ERR180068","ESEA","Cambodia","Asia"
"ERR180069","ESEA","VietNam","Asia"
"ERR180071","ESEA","VietNam","Asia"
"ERR180074","ESEA","VietNam","Asia"
"ERR180075","ESEA","VietNam","Asia"
"ERR180076","ESEA","Laos","Asia"
"ERR180077","ESEA","Cambodia","Asia"
"ERR180078","WSEA","Myanmar","Asia"
"ERR180081","ESEA","Cambodia","Asia"
"ERR180082","ESEA","VietNam","Asia"
"ERR180084","ESEA","VietNam","Asia"
"ERR180085","ESEA","VietNam","Asia"
"ERR180086","ESEA","Cambodia","Asia"
"ERR180087","ESEA","VietNam","Asia"
"ERR180089","ESEA","VietNam","Asia"
"ERR180090","ESEA","Cambodia","Asia"
"ERR180092","ESEA","VietNam","Asia"
"ERR180093","ESEA","Cambodia","Asia"
"ERR180095","ESEA","VietNam","Asia"
"ERR199972","WAF","Ghana","Africa"
"ERR199974","WAF","Ghana","Africa"
"ERR199978","WAF","Ghana","Africa"
"ERR199979","WAF","Gambia","Africa"
"ERR199981","ESEA","VietNam","Asia"
"ERR199984","ESEA","VietNam","Asia"
"ERR199993","WAF","Mali","Africa"
"ERR205937","ESEA","Cambodia","Asia"
"ERR205941","ESEA","Cambodia","Asia"
"ERR205942","ESEA","Cambodia","Asia"
"ERR205943","ESEA","Cambodia","Asia"
"ERR205944","ESEA","Cambodia","Asia"
"ERR205948","ESEA","Cambodia","Asia"
"ERR205949","ESEA","Cambodia","Asia"
"ERR205950","ESEA","Cambodia","Asia"
"ERR205951","EAF","Kenya","Africa"
"ERR205952","EAF","Kenya","Africa"
"ERR205955","EAF","Kenya","Africa"
"ERR205958","EAF","Kenya","Africa"
"ERR205967","ESEA","Cambodia","Asia"
"ERR211448","WAF","Guinea","Africa"
"ERR211451","WAF","Mali","Africa"
"ERR211455","WAF","Guinea","Africa"
"ERR211457","WAF","Ghana","Africa"
"ERR211462","WAF","Ghana","Africa"
"ERR211463","WAF","Ghana","Africa"
"ERR211468","WAF","Mali","Africa"
"ERR211470","WAF","Ghana","Africa"
"ERR211472","WAF","Ghana","Africa"
"ERR211477","WAF","Ghana","Africa"
"ERR211480","WAF","Gambia","Africa"
"ERR211483","WAF","Ghana","Africa"
"ERR211484","WAF","Mali","Africa"
"ERR211485","WAF","Mali","Africa"
"ERR211489","ESEA","VietNam","Asia"
"ERR211498","WAF","Ghana","Africa"
"ERR211499","WAF","Ghana","Africa"
"ERR211500","WAF","Ghana","Africa"
"ERR211501","WAF","Ghana","Africa"
"ERR211502","WAF","Ghana","Africa"
"ERR211510","WAF","Ghana","Africa"
"ERR211518","WAF","Gambia","Africa"
"ERR211528","WSEA","Thailand","Asia"
"ERR211530","WAF","Ghana","Africa"
"ERR211540","WAF","Ghana","Africa"
"ERR211547","WAF","Ghana","Africa"
"ERR211552","WAF","Ghana","Africa"
"ERR211554","ESEA","Cambodia","Asia"
"ERR211555","ESEA","Cambodia","Asia"
"ERR211560","ESEA","Cambodia","Asia"
"ERR211564","EAF","Malawi","Africa"
"ERR211566","WAF","Ghana","Africa"
"ERR211567","WAF","Ghana","Africa"
"ERR216457","WAF","Ghana","Africa"
"ERR216458","WAF","Ghana","Africa"
"ERR216461","OCE","PapuaNewGuinea","OCE"
"ERR216472","EAF","Malawi","Africa"
"ERR216473","WAF","Gambia","Africa"
"ERR216482","EAF","Malawi","Africa"
"ERR216483","EAF","Malawi","Africa"
"ERR216485","EAF","Malawi","Africa"
"ERR216488","EAF","Malawi","Africa"
"ERR216490","EAF","Malawi","Africa"
"ERR216491","ESEA","Cambodia","Asia"
"ERR216492","ESEA","Cambodia","Asia"
"ERR216493","ESEA","Cambodia","Asia"
"ERR216494","ESEA","Laos","Asia"
"ERR216499","ESEA","Laos","Asia"
"ERR216501","ESEA","Laos","Asia"
"ERR216502","WSEA","Thailand","Asia"
"ERR216503","WSEA","Thailand","Asia"
"ERR216505","WSEA","Thailand","Asia"
"ERR216506","WSEA","Thailand","Asia"
"ERR216507","WSEA","Thailand","Asia"
"ERR216508","WSEA","Thailand","Asia"
"ERR216510","WSEA","Thailand","Asia"
"ERR216514","WSEA","Thailand","Asia"
"ERR216515","WSEA","Thailand","Asia"
"ERR216516","WSEA","Thailand","Asia"
"ERR216517","WSEA","Thailand","Asia"
"ERR216518","WSEA","Thailand","Asia"
"ERR216519","WSEA","Thailand","Asia"
"ERR216520","WSEA","Thailand","Asia"
"ERR216521","WSEA","Thailand","Asia"
"ERR216522","WSEA","Thailand","Asia"
"ERR216524","ESEA","VietNam","Asia"
"ERR216525","ESEA","VietNam","Asia"
"ERR216526","ESEA","VietNam","Asia"
"ERR216528","ESEA","VietNam","Asia"
"ERR216530","SAS","Bangladesh","Asia"
"ERR216532","SAS","Bangladesh","Asia"
"ERR216534","SAS","Bangladesh","Asia"
"ERR216535","ESEA","Cambodia","Asia"
"ERR216536","ESEA","Cambodia","Asia"
"ERR216537","ESEA","Cambodia","Asia"
"ERR216538","ESEA","Cambodia","Asia"
"ERR216539","WSEA","Thailand","Asia"
"ERR216540","WSEA","Thailand","Asia"
"ERR216541","WSEA","Thailand","Asia"
"ERR216542","WSEA","Thailand","Asia"
"ERR216543","ESEA","VietNam","Asia"
"ERR216544","ESEA","VietNam","Asia"
"ERR216545","ESEA","VietNam","Asia"
"ERR216546","ESEA","VietNam","Asia"
"ERR216547","ESEA","VietNam","Asia"
"ERR216548","ESEA","VietNam","Asia"
"ERR216549","ESEA","VietNam","Asia"
"ERR216551","ESEA","Cambodia","Asia"
"ERR216552","ESEA","Cambodia","Asia"
"ERR216555","ESEA","Cambodia","Asia"
"ERR216557","ESEA","Cambodia","Asia"
"ERR216558","ESEA","Cambodia","Asia"
"ERR216559","ESEA","Cambodia","Asia"
"ERR216560","ESEA","Cambodia","Asia"
"ERR216562","ESEA","Laos","Asia"
"ERR216563","ESEA","Laos","Asia"
"ERR216564","ESEA","Laos","Asia"
"ERR216567","ESEA","Laos","Asia"
"ERR216568","ESEA","Laos","Asia"
"ERR216569","ESEA","Laos","Asia"
"ERR216570","ESEA","Laos","Asia"
"ERR216572","ESEA","Laos","Asia"
"ERR216573","ESEA","Laos","Asia"
"ERR216574","ESEA","Laos","Asia"
"ERR216577","EAF","Malawi","Africa"
"ERR216580","EAF","Malawi","Africa"
"ERR216583","EAF","Malawi","Africa"
"ERR216584","EAF","Malawi","Africa"
"ERR216586","EAF","Malawi","Africa"
"ERR216587","EAF","Malawi","Africa"
"ERR216591","EAF","Malawi","Africa"
"ERR216592","EAF","Malawi","Africa"
"ERR216597","EAF","Malawi","Africa"
"ERR216598","EAF","Malawi","Africa"
"ERR216599","EAF","Malawi","Africa"
"ERR216600","EAF","Malawi","Africa"
"ERR216602","EAF","Malawi","Africa"
"ERR216603","EAF","Malawi","Africa"
"ERR216605","EAF","Malawi","Africa"
"ERR216608","EAF","Malawi","Africa"
"ERR216609","EAF","Malawi","Africa"
"ERR216611","ESEA","Cambodia","Asia"
"ERR216612","ESEA","Cambodia","Asia"
"ERR216613","ESEA","Cambodia","Asia"
"ERR216615","ESEA","Cambodia","Asia"
"ERR216616","ESEA","Cambodia","Asia"
"ERR216617","ESEA","Cambodia","Asia"
"ERR216618","ESEA","Cambodia","Asia"
"ERR216620","ESEA","Cambodia","Asia"
"ERR216621","ESEA","Cambodia","Asia"
"ERR216622","ESEA","Cambodia","Asia"
"ERR216624","ESEA","Cambodia","Asia"
"ERR216627","ESEA","Cambodia","Asia"
"ERR216628","ESEA","Cambodia","Asia"
"ERR216629","ESEA","Cambodia","Asia"
"ERR216631","ESEA","Laos","Asia"
"ERR216632","ESEA","Laos","Asia"
"ERR216635","ESEA","Laos","Asia"
"ERR216636","ESEA","Laos","Asia"
"ERR216637","ESEA","Laos","Asia"
"ERR216638","ESEA","Laos","Asia"
"ERR216639","ESEA","Laos","Asia"
"ERR216642","ESEA","Laos","Asia"
"ERR216643","ESEA","VietNam","Asia"
"ERR216644","SAS","Bangladesh","Asia"
"ERR216645","SAS","Bangladesh","Asia"
"ERR216646","ESEA","Cambodia","Asia"
"ERR216648","ESEA","Cambodia","Asia"
"ERR216649","ESEA","Cambodia","Asia"
"ERR216651","ESEA","Cambodia","Asia"
"ERR216653","ESEA","Cambodia","Asia"
"ERR216654","ESEA","Cambodia","Asia"
"ERR216658","EAF","Malawi","Africa"
"ERR221476","ESEA","Laos","Asia"
"ERR221477","ESEA","Laos","Asia"
"ERR221478","ESEA","Laos","Asia"
"ERR221479","ESEA","Laos","Asia"
"ERR221480","ESEA","Laos","Asia"
"ERR221483","ESEA","Laos","Asia"
"ERR221485","ESEA","Laos","Asia"
"ERR221487","ESEA","Laos","Asia"
"ERR221488","ESEA","Laos","Asia"
"ERR221489","WSEA","Thailand","Asia"
"ERR221490","WSEA","Thailand","Asia"
"ERR221491","WSEA","Thailand","Asia"
"ERR221494","WSEA","Thailand","Asia"
"ERR221495","WSEA","Thailand","Asia"
"ERR221496","WSEA","Thailand","Asia"
"ERR221497","WSEA","Thailand","Asia"
"ERR221499","WSEA","Thailand","Asia"
"ERR221500","WSEA","Thailand","Asia"
"ERR221501","WSEA","Thailand","Asia"
"ERR221502","WSEA","Thailand","Asia"
"ERR221503","WSEA","Thailand","Asia"
"ERR221505","WSEA","Thailand","Asia"
"ERR221507","WSEA","Thailand","Asia"
"ERR221508","WSEA","Thailand","Asia"
"ERR221509","WSEA","Thailand","Asia"
"ERR221510","WSEA","Thailand","Asia"
"ERR221511","WSEA","Thailand","Asia"
"ERR221512","ESEA","VietNam","Asia"
"ERR221513","ESEA","VietNam","Asia"
"ERR221514","ESEA","VietNam","Asia"
"ERR221515","ESEA","VietNam","Asia"
"ERR221516","ESEA","VietNam","Asia"
"ERR221517","ESEA","VietNam","Asia"
"ERR221518","ESEA","VietNam","Asia"
"ERR221519","ESEA","VietNam","Asia"
"ERR221521","ESEA","VietNam","Asia"
"ERR221522","ESEA","VietNam","Asia"
"ERR221523","ESEA","VietNam","Asia"
"ERR223039","EAF","Kenya","Africa"
"ERR223047","EAF","Kenya","Africa"
"ERR223048","WAF","Mali","Africa"
"ERR223053","ESEA","Laos","Asia"
"ERR223056","ESEA","Laos","Asia"
"ERR223057","ESEA","Laos","Asia"
"ERR223062","WSEA","Thailand","Asia"
"ERR223063","WSEA","Thailand","Asia"
"ERR223065","WSEA","Thailand","Asia"
"ERR223066","WSEA","Thailand","Asia"
"ERR223067","WSEA","Thailand","Asia"
"ERR223068","WSEA","Thailand","Asia"
"ERR223069","WSEA","Thailand","Asia"
"ERR223070","WSEA","Thailand","Asia"
"ERR223071","WSEA","Thailand","Asia"
"ERR223073","WSEA","Thailand","Asia"
"ERR223074","ESEA","Laos","Asia"
"ERR223075","ESEA","Laos","Asia"
"ERR223076","ESEA","Laos","Asia"
"ERR223077","ESEA","Laos","Asia"
"ERR223079","ESEA","Laos","Asia"
"ERR223080","ESEA","Laos","Asia"
"ERR223081","ESEA","Laos","Asia"
"ERR223083","ESEA","Laos","Asia"
"ERR226427","EAF","Malawi","Africa"
"ERR226430","EAF","Malawi","Africa"
