"Sample","Population","Country","Region"
"ERR580384","WSEA","Thailand","Asia"
"ERR580385","WSEA","Thailand","Asia"
"ERR580386","WSEA","Thailand","Asia"
"ERR580387","WSEA","Thailand","Asia"
"ERR580388","WSEA","Thailand","Asia"
"ERR580389","WSEA","Thailand","Asia"
"ERR580391","WSEA","Thailand","Asia"
"ERR580392","WSEA","Thailand","Asia"
"ERR580393","WSEA","Thailand","Asia"
"ERR580394","WSEA","Thailand","Asia"
"ERR580396","WSEA","Thailand","Asia"
