"STRid","Pop"
"FALCIPARUM_STR_38102","Ghana-Cameroon"
"FALCIPARUM_STR_38241","Ghana-Cameroon"
"FALCIPARUM_STR_1204","Ghana-Cameroon"
"FALCIPARUM_STR_38117","Ghana-Cameroon"
"FALCIPARUM_STR_38219","Ghana-Cameroon"
"FALCIPARUM_STR_62262","Ghana-Cameroon"
"FALCIPARUM_STR_21390","Ghana-Colombia"
"FALCIPARUM_STR_28751","Ghana-Colombia"
"FALCIPARUM_STR_31262","Ghana-Colombia"
"FALCIPARUM_STR_86508","Ghana-Colombia"
"FALCIPARUM_STR_86511","Ghana-Colombia"
"FALCIPARUM_STR_28446","Ghana-Colombia"
"FALCIPARUM_STR_90428","Ghana-Colombia"
"FALCIPARUM_STR_15081","Ghana-Colombia"
"FALCIPARUM_STR_85311","Ghana-Colombia"
"FALCIPARUM_STR_51618","Ghana-Colombia"
"FALCIPARUM_STR_62262","Ghana-Gambia"
"FALCIPARUM_STR_48868","Ghana-Gambia"
"FALCIPARUM_STR_31184","Ghana-Gambia"
"FALCIPARUM_STR_31345","Ghana-Gambia"
"FALCIPARUM_STR_28381","Ghana-Gambia"
"FALCIPARUM_STR_48919","Ghana-Gambia"
"FALCIPARUM_STR_34559","Ghana-Gambia"
"FALCIPARUM_STR_71594","Ghana-Gambia"
"FALCIPARUM_STR_15418","Ghana-Gambia"
"FALCIPARUM_STR_48562","Ghana-Gambia"
"FALCIPARUM_STR_28381","Ghana-Guinea"
"FALCIPARUM_STR_31345","Ghana-Guinea"
"FALCIPARUM_STR_31184","Ghana-Guinea"
"FALCIPARUM_STR_31091","Ghana-Guinea"
"FALCIPARUM_STR_31269","Ghana-Guinea"
"FALCIPARUM_STR_31060","Ghana-Guinea"
"FALCIPARUM_STR_31085","Ghana-Guinea"
"FALCIPARUM_STR_52946","Ghana-Guinea"
"FALCIPARUM_STR_31113","Ghana-Guinea"
"FALCIPARUM_STR_28458","Ghana-Guinea"
"FALCIPARUM_STR_62495","Ghana-IvoryCoast"
"FALCIPARUM_STR_94796","Ghana-IvoryCoast"
"FALCIPARUM_STR_8765","Ghana-IvoryCoast"
"FALCIPARUM_STR_87326","Ghana-IvoryCoast"
"FALCIPARUM_STR_43193","Ghana-IvoryCoast"
"FALCIPARUM_STR_23907","Ghana-IvoryCoast"
"FALCIPARUM_STR_93913","Ghana-IvoryCoast"
"FALCIPARUM_STR_24360","Ghana-IvoryCoast"
"FALCIPARUM_STR_58657","Ghana-IvoryCoast"
"FALCIPARUM_STR_573","Ghana-IvoryCoast"
"FALCIPARUM_STR_28375","Ghana-Laos"
"FALCIPARUM_STR_95714","Ghana-Laos"
"FALCIPARUM_STR_100098","Ghana-Laos"
"FALCIPARUM_STR_45404","Ghana-Laos"
"FALCIPARUM_STR_8856","Ghana-Laos"
"FALCIPARUM_STR_73617","Ghana-Laos"
"FALCIPARUM_STR_10532","Ghana-Laos"
"FALCIPARUM_STR_93966","Ghana-Laos"
"FALCIPARUM_STR_99848","Ghana-Laos"
"FALCIPARUM_STR_53220","Ghana-Laos"
"FALCIPARUM_STR_31184","Ghana-Mali"
"FALCIPARUM_STR_31345","Ghana-Mali"
"FALCIPARUM_STR_31269","Ghana-Mali"
"FALCIPARUM_STR_38196","Ghana-Mali"
"FALCIPARUM_STR_38358","Ghana-Mali"
"FALCIPARUM_STR_38241","Ghana-Mali"
"FALCIPARUM_STR_95585","Ghana-Mali"
"FALCIPARUM_STR_27574","Ghana-Mali"
"FALCIPARUM_STR_55772","Ghana-Mali"
"FALCIPARUM_STR_71594","Ghana-Mali"
"FALCIPARUM_STR_48562","Ghana-Mauritania"
"FALCIPARUM_STR_38196","Ghana-Mauritania"
"FALCIPARUM_STR_31345","Ghana-Mauritania"
"FALCIPARUM_STR_79725","Ghana-Mauritania"
"FALCIPARUM_STR_91167","Ghana-Mauritania"
"FALCIPARUM_STR_42666","Ghana-Mauritania"
"FALCIPARUM_STR_99257","Ghana-Mauritania"
"FALCIPARUM_STR_46920","Ghana-Mauritania"
"FALCIPARUM_STR_30118","Ghana-Mauritania"
"FALCIPARUM_STR_38358","Ghana-Mauritania"
"FALCIPARUM_STR_100098","Ghana-Myanmar"
"FALCIPARUM_STR_10532","Ghana-Myanmar"
"FALCIPARUM_STR_38196","Ghana-Myanmar"
"FALCIPARUM_STR_21538","Ghana-Myanmar"
"FALCIPARUM_STR_69274","Ghana-Myanmar"
"FALCIPARUM_STR_70842","Ghana-Myanmar"
"FALCIPARUM_STR_28375","Ghana-Myanmar"
"FALCIPARUM_STR_84610","Ghana-Myanmar"
"FALCIPARUM_STR_28730","Ghana-Myanmar"
"FALCIPARUM_STR_73617","Ghana-Myanmar"
"FALCIPARUM_STR_31269","Ghana-Nigeria"
"FALCIPARUM_STR_55338","Ghana-Nigeria"
"FALCIPARUM_STR_48868","Ghana-Nigeria"
"FALCIPARUM_STR_79725","Ghana-Nigeria"
"FALCIPARUM_STR_31345","Ghana-Nigeria"
"FALCIPARUM_STR_20364","Ghana-Nigeria"
"FALCIPARUM_STR_43489","Ghana-Nigeria"
"FALCIPARUM_STR_31184","Ghana-Nigeria"
"FALCIPARUM_STR_38241","Ghana-Nigeria"
"FALCIPARUM_STR_30200","Ghana-Nigeria"
"FALCIPARUM_STR_103268","Ghana-PapuaNewGuinea"
"FALCIPARUM_STR_31124","Ghana-PapuaNewGuinea"
"FALCIPARUM_STR_68365","Ghana-PapuaNewGuinea"
"FALCIPARUM_STR_10532","Ghana-PapuaNewGuinea"
"FALCIPARUM_STR_31184","Ghana-PapuaNewGuinea"
"FALCIPARUM_STR_10460","Ghana-PapuaNewGuinea"
"FALCIPARUM_STR_39610","Ghana-PapuaNewGuinea"
"FALCIPARUM_STR_69274","Ghana-PapuaNewGuinea"
"FALCIPARUM_STR_31269","Ghana-PapuaNewGuinea"
"FALCIPARUM_STR_33952","Ghana-PapuaNewGuinea"
"FALCIPARUM_STR_20149","Ghana-Peru"
"FALCIPARUM_STR_62495","Ghana-Peru"
"FALCIPARUM_STR_75482","Ghana-Peru"
"FALCIPARUM_STR_38132","Ghana-Peru"
"FALCIPARUM_STR_62541","Ghana-Peru"
"FALCIPARUM_STR_84919","Ghana-Peru"
"FALCIPARUM_STR_33082","Ghana-Peru"
"FALCIPARUM_STR_14495","Ghana-Peru"
"FALCIPARUM_STR_90428","Ghana-Peru"
"FALCIPARUM_STR_49156","Ghana-Peru"
"FALCIPARUM_STR_62262","Ghana-Senegal"
"FALCIPARUM_STR_48868","Ghana-Senegal"
"FALCIPARUM_STR_48562","Ghana-Senegal"
"FALCIPARUM_STR_38241","Ghana-Senegal"
"FALCIPARUM_STR_34559","Ghana-Senegal"
"FALCIPARUM_STR_48919","Ghana-Senegal"
"FALCIPARUM_STR_28381","Ghana-Senegal"
"FALCIPARUM_STR_38196","Ghana-Senegal"
"FALCIPARUM_STR_55772","Ghana-Senegal"
"FALCIPARUM_STR_31345","Ghana-Senegal"
"FALCIPARUM_STR_100098","Ghana-Thailand"
"FALCIPARUM_STR_73617","Ghana-Thailand"
"FALCIPARUM_STR_95714","Ghana-Thailand"
"FALCIPARUM_STR_80238","Ghana-Thailand"
"FALCIPARUM_STR_28730","Ghana-Thailand"
"FALCIPARUM_STR_10532","Ghana-Thailand"
"FALCIPARUM_STR_38196","Ghana-Thailand"
"FALCIPARUM_STR_51591","Ghana-Thailand"
"FALCIPARUM_STR_51593","Ghana-Thailand"
"FALCIPARUM_STR_70842","Ghana-Thailand"
"FALCIPARUM_STR_95714","Ghana-VietNam"
"FALCIPARUM_STR_28375","Ghana-VietNam"
"FALCIPARUM_STR_73617","Ghana-VietNam"
"FALCIPARUM_STR_28730","Ghana-VietNam"
"FALCIPARUM_STR_45404","Ghana-VietNam"
"FALCIPARUM_STR_99848","Ghana-VietNam"
"FALCIPARUM_STR_70842","Ghana-VietNam"
"FALCIPARUM_STR_10532","Ghana-VietNam"
"FALCIPARUM_STR_5028","Ghana-VietNam"
"FALCIPARUM_STR_8417","Ghana-VietNam"
"FALCIPARUM_STR_10803","Guinea-Bangladesh"
"FALCIPARUM_STR_38196","Guinea-Bangladesh"
"FALCIPARUM_STR_38162","Guinea-Bangladesh"
"FALCIPARUM_STR_69274","Guinea-Bangladesh"
"FALCIPARUM_STR_10532","Guinea-Bangladesh"
"FALCIPARUM_STR_93966","Guinea-Bangladesh"
"FALCIPARUM_STR_39118","Guinea-Bangladesh"
"FALCIPARUM_STR_58601","Guinea-Bangladesh"
"FALCIPARUM_STR_73617","Guinea-Bangladesh"
"FALCIPARUM_STR_38197","Guinea-Bangladesh"
"FALCIPARUM_STR_28381","Guinea-Benin"
"FALCIPARUM_STR_52946","Guinea-Benin"
"FALCIPARUM_STR_48562","Guinea-Benin"
"FALCIPARUM_STR_72310","Guinea-Benin"
"FALCIPARUM_STR_40639","Guinea-Benin"
"FALCIPARUM_STR_15418","Guinea-Benin"
"FALCIPARUM_STR_99257","Guinea-Benin"
"FALCIPARUM_STR_58657","Guinea-Benin"
"FALCIPARUM_STR_99454","Guinea-Benin"
"FALCIPARUM_STR_28262","Guinea-Benin"
"FALCIPARUM_STR_100098","Guinea-Cambodia"
"FALCIPARUM_STR_91975","Guinea-Cambodia"
"FALCIPARUM_STR_28730","Guinea-Cambodia"
"FALCIPARUM_STR_73617","Guinea-Cambodia"
"FALCIPARUM_STR_95907","Guinea-Cambodia"
"FALCIPARUM_STR_53220","Guinea-Cambodia"
"FALCIPARUM_STR_95714","Guinea-Cambodia"
"FALCIPARUM_STR_21538","Guinea-Cambodia"
"FALCIPARUM_STR_28375","Guinea-Cambodia"
"FALCIPARUM_STR_99848","Guinea-Cambodia"
"FALCIPARUM_STR_38180","Guinea-Cameroon"
"FALCIPARUM_STR_40639","Guinea-Cameroon"
"FALCIPARUM_STR_38068","Guinea-Cameroon"
"FALCIPARUM_STR_14871","Guinea-Cameroon"
"FALCIPARUM_STR_1204","Guinea-Cameroon"
"FALCIPARUM_STR_38196","Guinea-Cameroon"
"FALCIPARUM_STR_71359","Guinea-Cameroon"
"FALCIPARUM_STR_2070","Guinea-Cameroon"
"FALCIPARUM_STR_38241","Guinea-Cameroon"
"FALCIPARUM_STR_87326","Guinea-Cameroon"
"FALCIPARUM_STR_15081","Guinea-Colombia"
"FALCIPARUM_STR_21390","Guinea-Colombia"
"FALCIPARUM_STR_28381","Guinea-Colombia"
"FALCIPARUM_STR_28446","Guinea-Colombia"
"FALCIPARUM_STR_28751","Guinea-Colombia"
"FALCIPARUM_STR_31262","Guinea-Colombia"
"FALCIPARUM_STR_86511","Guinea-Colombia"
"FALCIPARUM_STR_51618","Guinea-Colombia"
"FALCIPARUM_STR_86508","Guinea-Colombia"
"FALCIPARUM_STR_90428","Guinea-Colombia"
"FALCIPARUM_STR_48868","Guinea-Gambia"
"FALCIPARUM_STR_87326","Guinea-Gambia"
"FALCIPARUM_STR_48846","Guinea-Gambia"
"FALCIPARUM_STR_10082","Guinea-Gambia"
"FALCIPARUM_STR_30118","Guinea-Gambia"
"FALCIPARUM_STR_12911","Guinea-Gambia"
"FALCIPARUM_STR_34559","Guinea-Gambia"
"FALCIPARUM_STR_91529","Guinea-Gambia"
"FALCIPARUM_STR_24360","Guinea-Gambia"
"FALCIPARUM_STR_48562","Guinea-Gambia"
"FALCIPARUM_STR_14809","Guinea-IvoryCoast"
"FALCIPARUM_STR_31091","Guinea-IvoryCoast"
"FALCIPARUM_STR_87326","Guinea-IvoryCoast"
"FALCIPARUM_STR_31085","Guinea-IvoryCoast"
"FALCIPARUM_STR_52946","Guinea-IvoryCoast"
"FALCIPARUM_STR_96999","Guinea-IvoryCoast"
"FALCIPARUM_STR_31060","Guinea-IvoryCoast"
"FALCIPARUM_STR_62495","Guinea-IvoryCoast"
"FALCIPARUM_STR_79725","Guinea-IvoryCoast"
"FALCIPARUM_STR_30200","Guinea-IvoryCoast"
"FALCIPARUM_STR_100098","Guinea-Laos"
"FALCIPARUM_STR_95714","Guinea-Laos"
"FALCIPARUM_STR_45404","Guinea-Laos"
"FALCIPARUM_STR_28375","Guinea-Laos"
"FALCIPARUM_STR_73617","Guinea-Laos"
"FALCIPARUM_STR_53220","Guinea-Laos"
"FALCIPARUM_STR_21538","Guinea-Laos"
"FALCIPARUM_STR_70842","Guinea-Laos"
"FALCIPARUM_STR_91975","Guinea-Laos"
"FALCIPARUM_STR_10803","Guinea-Laos"
"FALCIPARUM_STR_87326","Guinea-Mali"
"FALCIPARUM_STR_46920","Guinea-Mali"
"FALCIPARUM_STR_38358","Guinea-Mali"
"FALCIPARUM_STR_11117","Guinea-Mali"
"FALCIPARUM_STR_34559","Guinea-Mali"
"FALCIPARUM_STR_52946","Guinea-Mali"
"FALCIPARUM_STR_48562","Guinea-Mali"
"FALCIPARUM_STR_30118","Guinea-Mali"
"FALCIPARUM_STR_24360","Guinea-Mali"
"FALCIPARUM_STR_95585","Guinea-Mali"
"FALCIPARUM_STR_46920","Guinea-Mauritania"
"FALCIPARUM_STR_48562","Guinea-Mauritania"
"FALCIPARUM_STR_52946","Guinea-Mauritania"
"FALCIPARUM_STR_21627","Guinea-Mauritania"
"FALCIPARUM_STR_91167","Guinea-Mauritania"
"FALCIPARUM_STR_87326","Guinea-Mauritania"
"FALCIPARUM_STR_34559","Guinea-Mauritania"
"FALCIPARUM_STR_30118","Guinea-Mauritania"
"FALCIPARUM_STR_12911","Guinea-Mauritania"
"FALCIPARUM_STR_38358","Guinea-Mauritania"
"FALCIPARUM_STR_100098","Guinea-Myanmar"
"FALCIPARUM_STR_69274","Guinea-Myanmar"
"FALCIPARUM_STR_21538","Guinea-Myanmar"
"FALCIPARUM_STR_51408","Guinea-Myanmar"
"FALCIPARUM_STR_70842","Guinea-Myanmar"
"FALCIPARUM_STR_10532","Guinea-Myanmar"
"FALCIPARUM_STR_10803","Guinea-Myanmar"
"FALCIPARUM_STR_28730","Guinea-Myanmar"
"FALCIPARUM_STR_73617","Guinea-Myanmar"
"FALCIPARUM_STR_33953","Guinea-Myanmar"
"FALCIPARUM_STR_87326","Guinea-Nigeria"
"FALCIPARUM_STR_40740","Guinea-Nigeria"
"FALCIPARUM_STR_55338","Guinea-Nigeria"
"FALCIPARUM_STR_46920","Guinea-Nigeria"
"FALCIPARUM_STR_39228","Guinea-Nigeria"
"FALCIPARUM_STR_49922","Guinea-Nigeria"
"FALCIPARUM_STR_43489","Guinea-Nigeria"
"FALCIPARUM_STR_55109","Guinea-Nigeria"
"FALCIPARUM_STR_48868","Guinea-Nigeria"
"FALCIPARUM_STR_24609","Guinea-Nigeria"
"FALCIPARUM_STR_103268","Guinea-PapuaNewGuinea"
"FALCIPARUM_STR_68365","Guinea-PapuaNewGuinea"
"FALCIPARUM_STR_31184","Guinea-PapuaNewGuinea"
"FALCIPARUM_STR_31269","Guinea-PapuaNewGuinea"
"FALCIPARUM_STR_31124","Guinea-PapuaNewGuinea"
"FALCIPARUM_STR_69274","Guinea-PapuaNewGuinea"
"FALCIPARUM_STR_10460","Guinea-PapuaNewGuinea"
"FALCIPARUM_STR_39610","Guinea-PapuaNewGuinea"
"FALCIPARUM_STR_31452","Guinea-PapuaNewGuinea"
"FALCIPARUM_STR_21471","Guinea-PapuaNewGuinea"
"FALCIPARUM_STR_4950","Guinea-Peru"
"FALCIPARUM_STR_20149","Guinea-Peru"
"FALCIPARUM_STR_33082","Guinea-Peru"
"FALCIPARUM_STR_38197","Guinea-Peru"
"FALCIPARUM_STR_38241","Guinea-Peru"
"FALCIPARUM_STR_40020","Guinea-Peru"
"FALCIPARUM_STR_45712","Guinea-Peru"
"FALCIPARUM_STR_47423","Guinea-Peru"
"FALCIPARUM_STR_62373","Guinea-Peru"
"FALCIPARUM_STR_62495","Guinea-Peru"
"FALCIPARUM_STR_48562","Guinea-Senegal"
"FALCIPARUM_STR_34559","Guinea-Senegal"
"FALCIPARUM_STR_52946","Guinea-Senegal"
"FALCIPARUM_STR_48868","Guinea-Senegal"
"FALCIPARUM_STR_87326","Guinea-Senegal"
"FALCIPARUM_STR_46920","Guinea-Senegal"
"FALCIPARUM_STR_24360","Guinea-Senegal"
"FALCIPARUM_STR_99257","Guinea-Senegal"
"FALCIPARUM_STR_38358","Guinea-Senegal"
"FALCIPARUM_STR_55772","Guinea-Senegal"
"FALCIPARUM_STR_100098","Guinea-Thailand"
"FALCIPARUM_STR_73617","Guinea-Thailand"
"FALCIPARUM_STR_95714","Guinea-Thailand"
"FALCIPARUM_STR_80238","Guinea-Thailand"
"FALCIPARUM_STR_21538","Guinea-Thailand"
"FALCIPARUM_STR_28730","Guinea-Thailand"
"FALCIPARUM_STR_70842","Guinea-Thailand"
"FALCIPARUM_STR_51593","Guinea-Thailand"
"FALCIPARUM_STR_95907","Guinea-Thailand"
"FALCIPARUM_STR_51591","Guinea-Thailand"
"FALCIPARUM_STR_95714","Guinea-VietNam"
"FALCIPARUM_STR_28730","Guinea-VietNam"
"FALCIPARUM_STR_73617","Guinea-VietNam"
"FALCIPARUM_STR_28375","Guinea-VietNam"
"FALCIPARUM_STR_45404","Guinea-VietNam"
"FALCIPARUM_STR_70842","Guinea-VietNam"
"FALCIPARUM_STR_78541","Guinea-VietNam"
"FALCIPARUM_STR_47362","Guinea-VietNam"
"FALCIPARUM_STR_95907","Guinea-VietNam"
"FALCIPARUM_STR_28816","Guinea-VietNam"
"FALCIPARUM_STR_38196","IvoryCoast-Bangladesh"
"FALCIPARUM_STR_38162","IvoryCoast-Bangladesh"
"FALCIPARUM_STR_10803","IvoryCoast-Bangladesh"
"FALCIPARUM_STR_28375","IvoryCoast-Bangladesh"
"FALCIPARUM_STR_69274","IvoryCoast-Bangladesh"
"FALCIPARUM_STR_58601","IvoryCoast-Bangladesh"
"FALCIPARUM_STR_13878","IvoryCoast-Bangladesh"
"FALCIPARUM_STR_10532","IvoryCoast-Bangladesh"
"FALCIPARUM_STR_93966","IvoryCoast-Bangladesh"
"FALCIPARUM_STR_87743","IvoryCoast-Bangladesh"
"FALCIPARUM_STR_40639","IvoryCoast-Benin"
"FALCIPARUM_STR_99257","IvoryCoast-Benin"
"FALCIPARUM_STR_14809","IvoryCoast-Benin"
"FALCIPARUM_STR_8765","IvoryCoast-Benin"
"FALCIPARUM_STR_11117","IvoryCoast-Benin"
"FALCIPARUM_STR_31269","IvoryCoast-Benin"
"FALCIPARUM_STR_7275","IvoryCoast-Benin"
"FALCIPARUM_STR_96947","IvoryCoast-Benin"
"FALCIPARUM_STR_31148","IvoryCoast-Benin"
"FALCIPARUM_STR_31184","IvoryCoast-Benin"
"FALCIPARUM_STR_99848","IvoryCoast-Cambodia"
"FALCIPARUM_STR_100098","IvoryCoast-Cambodia"
"FALCIPARUM_STR_91975","IvoryCoast-Cambodia"
"FALCIPARUM_STR_33501","IvoryCoast-Cambodia"
"FALCIPARUM_STR_28730","IvoryCoast-Cambodia"
"FALCIPARUM_STR_53220","IvoryCoast-Cambodia"
"FALCIPARUM_STR_73617","IvoryCoast-Cambodia"
"FALCIPARUM_STR_95714","IvoryCoast-Cambodia"
"FALCIPARUM_STR_28375","IvoryCoast-Cambodia"
"FALCIPARUM_STR_99924","IvoryCoast-Cambodia"
"FALCIPARUM_STR_15081","IvoryCoast-Colombia"
"FALCIPARUM_STR_21390","IvoryCoast-Colombia"
"FALCIPARUM_STR_28446","IvoryCoast-Colombia"
"FALCIPARUM_STR_28751","IvoryCoast-Colombia"
"FALCIPARUM_STR_31262","IvoryCoast-Colombia"
"FALCIPARUM_STR_85311","IvoryCoast-Colombia"
"FALCIPARUM_STR_86511","IvoryCoast-Colombia"
"FALCIPARUM_STR_90428","IvoryCoast-Colombia"
"FALCIPARUM_STR_31186","IvoryCoast-Colombia"
"FALCIPARUM_STR_86508","IvoryCoast-Colombia"
"FALCIPARUM_STR_100098","IvoryCoast-Laos"
"FALCIPARUM_STR_95714","IvoryCoast-Laos"
"FALCIPARUM_STR_8856","IvoryCoast-Laos"
"FALCIPARUM_STR_28375","IvoryCoast-Laos"
"FALCIPARUM_STR_53220","IvoryCoast-Laos"
"FALCIPARUM_STR_99924","IvoryCoast-Laos"
"FALCIPARUM_STR_73617","IvoryCoast-Laos"
"FALCIPARUM_STR_45404","IvoryCoast-Laos"
"FALCIPARUM_STR_13878","IvoryCoast-Laos"
"FALCIPARUM_STR_99848","IvoryCoast-Laos"
"FALCIPARUM_STR_100098","IvoryCoast-Myanmar"
"FALCIPARUM_STR_13878","IvoryCoast-Myanmar"
"FALCIPARUM_STR_84610","IvoryCoast-Myanmar"
"FALCIPARUM_STR_21538","IvoryCoast-Myanmar"
"FALCIPARUM_STR_100069","IvoryCoast-Myanmar"
"FALCIPARUM_STR_28730","IvoryCoast-Myanmar"
"FALCIPARUM_STR_10532","IvoryCoast-Myanmar"
"FALCIPARUM_STR_69274","IvoryCoast-Myanmar"
"FALCIPARUM_STR_99990","IvoryCoast-Myanmar"
"FALCIPARUM_STR_35146","IvoryCoast-Myanmar"
"FALCIPARUM_STR_103268","IvoryCoast-PapuaNewGuinea"
"FALCIPARUM_STR_31269","IvoryCoast-PapuaNewGuinea"
"FALCIPARUM_STR_68365","IvoryCoast-PapuaNewGuinea"
"FALCIPARUM_STR_31124","IvoryCoast-PapuaNewGuinea"
"FALCIPARUM_STR_10460","IvoryCoast-PapuaNewGuinea"
"FALCIPARUM_STR_33952","IvoryCoast-PapuaNewGuinea"
"FALCIPARUM_STR_39610","IvoryCoast-PapuaNewGuinea"
"FALCIPARUM_STR_47165","IvoryCoast-PapuaNewGuinea"
"FALCIPARUM_STR_101842","IvoryCoast-PapuaNewGuinea"
"FALCIPARUM_STR_17702","IvoryCoast-PapuaNewGuinea"
"FALCIPARUM_STR_3269","IvoryCoast-Peru"
"FALCIPARUM_STR_4508","IvoryCoast-Peru"
"FALCIPARUM_STR_14007","IvoryCoast-Peru"
"FALCIPARUM_STR_14495","IvoryCoast-Peru"
"FALCIPARUM_STR_20149","IvoryCoast-Peru"
"FALCIPARUM_STR_33082","IvoryCoast-Peru"
"FALCIPARUM_STR_38132","IvoryCoast-Peru"
"FALCIPARUM_STR_38241","IvoryCoast-Peru"
"FALCIPARUM_STR_62373","IvoryCoast-Peru"
"FALCIPARUM_STR_64155","IvoryCoast-Peru"
"FALCIPARUM_STR_100098","IvoryCoast-Thailand"
"FALCIPARUM_STR_73617","IvoryCoast-Thailand"
"FALCIPARUM_STR_33501","IvoryCoast-Thailand"
"FALCIPARUM_STR_95714","IvoryCoast-Thailand"
"FALCIPARUM_STR_80238","IvoryCoast-Thailand"
"FALCIPARUM_STR_84610","IvoryCoast-Thailand"
"FALCIPARUM_STR_28730","IvoryCoast-Thailand"
"FALCIPARUM_STR_13878","IvoryCoast-Thailand"
"FALCIPARUM_STR_51593","IvoryCoast-Thailand"
"FALCIPARUM_STR_51591","IvoryCoast-Thailand"
"FALCIPARUM_STR_95714","IvoryCoast-VietNam"
"FALCIPARUM_STR_28730","IvoryCoast-VietNam"
"FALCIPARUM_STR_73617","IvoryCoast-VietNam"
"FALCIPARUM_STR_28375","IvoryCoast-VietNam"
"FALCIPARUM_STR_99848","IvoryCoast-VietNam"
"FALCIPARUM_STR_99924","IvoryCoast-VietNam"
"FALCIPARUM_STR_45404","IvoryCoast-VietNam"
"FALCIPARUM_STR_18843","IvoryCoast-VietNam"
"FALCIPARUM_STR_99990","IvoryCoast-VietNam"
"FALCIPARUM_STR_8941","IvoryCoast-VietNam"
"FALCIPARUM_STR_10803","Kenya-Bangladesh"
"FALCIPARUM_STR_9636","Kenya-Bangladesh"
"FALCIPARUM_STR_80583","Kenya-Bangladesh"
"FALCIPARUM_STR_10532","Kenya-Bangladesh"
"FALCIPARUM_STR_63433","Kenya-Bangladesh"
"FALCIPARUM_STR_87743","Kenya-Bangladesh"
"FALCIPARUM_STR_13878","Kenya-Bangladesh"
"FALCIPARUM_STR_58601","Kenya-Bangladesh"
"FALCIPARUM_STR_73617","Kenya-Bangladesh"
"FALCIPARUM_STR_102916","Kenya-Bangladesh"
"FALCIPARUM_STR_38211","Kenya-Benin"
"FALCIPARUM_STR_38196","Kenya-Benin"
"FALCIPARUM_STR_38241","Kenya-Benin"
"FALCIPARUM_STR_38102","Kenya-Benin"
"FALCIPARUM_STR_38162","Kenya-Benin"
"FALCIPARUM_STR_38197","Kenya-Benin"
"FALCIPARUM_STR_38019","Kenya-Benin"
"FALCIPARUM_STR_14854","Kenya-Benin"
"FALCIPARUM_STR_38020","Kenya-Benin"
"FALCIPARUM_STR_28458","Kenya-Benin"
"FALCIPARUM_STR_99848","Kenya-Cambodia"
"FALCIPARUM_STR_73617","Kenya-Cambodia"
"FALCIPARUM_STR_100098","Kenya-Cambodia"
"FALCIPARUM_STR_21538","Kenya-Cambodia"
"FALCIPARUM_STR_102916","Kenya-Cambodia"
"FALCIPARUM_STR_91975","Kenya-Cambodia"
"FALCIPARUM_STR_45404","Kenya-Cambodia"
"FALCIPARUM_STR_40146","Kenya-Cambodia"
"FALCIPARUM_STR_28730","Kenya-Cambodia"
"FALCIPARUM_STR_28375","Kenya-Cambodia"
"FALCIPARUM_STR_38211","Kenya-Cameroon"
"FALCIPARUM_STR_38102","Kenya-Cameroon"
"FALCIPARUM_STR_38162","Kenya-Cameroon"
"FALCIPARUM_STR_38241","Kenya-Cameroon"
"FALCIPARUM_STR_38180","Kenya-Cameroon"
"FALCIPARUM_STR_38068","Kenya-Cameroon"
"FALCIPARUM_STR_38020","Kenya-Cameroon"
"FALCIPARUM_STR_38019","Kenya-Cameroon"
"FALCIPARUM_STR_71082","Kenya-Cameroon"
"FALCIPARUM_STR_52441","Kenya-Cameroon"
"FALCIPARUM_STR_15081","Kenya-Colombia"
"FALCIPARUM_STR_21390","Kenya-Colombia"
"FALCIPARUM_STR_28446","Kenya-Colombia"
"FALCIPARUM_STR_28751","Kenya-Colombia"
"FALCIPARUM_STR_28756","Kenya-Colombia"
"FALCIPARUM_STR_28816","Kenya-Colombia"
"FALCIPARUM_STR_31262","Kenya-Colombia"
"FALCIPARUM_STR_31650","Kenya-Colombia"
"FALCIPARUM_STR_38196","Kenya-Colombia"
"FALCIPARUM_STR_51618","Kenya-Colombia"
"FALCIPARUM_STR_38211","Kenya-Gambia"
"FALCIPARUM_STR_38162","Kenya-Gambia"
"FALCIPARUM_STR_38102","Kenya-Gambia"
"FALCIPARUM_STR_38241","Kenya-Gambia"
"FALCIPARUM_STR_38196","Kenya-Gambia"
"FALCIPARUM_STR_38197","Kenya-Gambia"
"FALCIPARUM_STR_38020","Kenya-Gambia"
"FALCIPARUM_STR_38019","Kenya-Gambia"
"FALCIPARUM_STR_71082","Kenya-Gambia"
"FALCIPARUM_STR_52441","Kenya-Gambia"
"FALCIPARUM_STR_38196","Kenya-Ghana"
"FALCIPARUM_STR_38102","Kenya-Ghana"
"FALCIPARUM_STR_38197","Kenya-Ghana"
"FALCIPARUM_STR_38162","Kenya-Ghana"
"FALCIPARUM_STR_38211","Kenya-Ghana"
"FALCIPARUM_STR_38241","Kenya-Ghana"
"FALCIPARUM_STR_52441","Kenya-Ghana"
"FALCIPARUM_STR_38020","Kenya-Ghana"
"FALCIPARUM_STR_71082","Kenya-Ghana"
"FALCIPARUM_STR_37960","Kenya-Ghana"
"FALCIPARUM_STR_38197","Kenya-Guinea"
"FALCIPARUM_STR_38196","Kenya-Guinea"
"FALCIPARUM_STR_38102","Kenya-Guinea"
"FALCIPARUM_STR_38211","Kenya-Guinea"
"FALCIPARUM_STR_38162","Kenya-Guinea"
"FALCIPARUM_STR_38241","Kenya-Guinea"
"FALCIPARUM_STR_38020","Kenya-Guinea"
"FALCIPARUM_STR_52441","Kenya-Guinea"
"FALCIPARUM_STR_31060","Kenya-Guinea"
