"STRid","Pop"
"FALCIPARUM_STR_85311","Nigeria-Colombia"
"FALCIPARUM_STR_55338","Nigeria-IvoryCoast"
"FALCIPARUM_STR_24360","Nigeria-IvoryCoast"
"FALCIPARUM_STR_8765","Nigeria-IvoryCoast"
"FALCIPARUM_STR_27349","Nigeria-IvoryCoast"
"FALCIPARUM_STR_58657","Nigeria-IvoryCoast"
"FALCIPARUM_STR_44287","Nigeria-IvoryCoast"
"FALCIPARUM_STR_87326","Nigeria-IvoryCoast"
"FALCIPARUM_STR_20364","Nigeria-IvoryCoast"
"FALCIPARUM_STR_30118","Nigeria-IvoryCoast"
"FALCIPARUM_STR_103072","Nigeria-IvoryCoast"
"FALCIPARUM_STR_28375","Nigeria-Laos"
"FALCIPARUM_STR_53220","Nigeria-Laos"
"FALCIPARUM_STR_95714","Nigeria-Laos"
"FALCIPARUM_STR_8856","Nigeria-Laos"
"FALCIPARUM_STR_33953","Nigeria-Laos"
"FALCIPARUM_STR_73617","Nigeria-Laos"
"FALCIPARUM_STR_10532","Nigeria-Laos"
"FALCIPARUM_STR_64764","Nigeria-Laos"
"FALCIPARUM_STR_86220","Nigeria-Laos"
"FALCIPARUM_STR_40146","Nigeria-Laos"
"FALCIPARUM_STR_33953","Nigeria-Myanmar"
"FALCIPARUM_STR_69274","Nigeria-Myanmar"
"FALCIPARUM_STR_28375","Nigeria-Myanmar"
"FALCIPARUM_STR_10532","Nigeria-Myanmar"
"FALCIPARUM_STR_84610","Nigeria-Myanmar"
"FALCIPARUM_STR_86220","Nigeria-Myanmar"
"FALCIPARUM_STR_39118","Nigeria-Myanmar"
"FALCIPARUM_STR_100098","Nigeria-Myanmar"
"FALCIPARUM_STR_100069","Nigeria-Myanmar"
"FALCIPARUM_STR_70842","Nigeria-Myanmar"
"FALCIPARUM_STR_103268","Nigeria-PapuaNewGuinea"
"FALCIPARUM_STR_69274","Nigeria-PapuaNewGuinea"
"FALCIPARUM_STR_28375","Nigeria-PapuaNewGuinea"
"FALCIPARUM_STR_31124","Nigeria-PapuaNewGuinea"
"FALCIPARUM_STR_31269","Nigeria-PapuaNewGuinea"
"FALCIPARUM_STR_94909","Nigeria-PapuaNewGuinea"
"FALCIPARUM_STR_94910","Nigeria-PapuaNewGuinea"
"FALCIPARUM_STR_10532","Nigeria-PapuaNewGuinea"
"FALCIPARUM_STR_31452","Nigeria-PapuaNewGuinea"
"FALCIPARUM_STR_68365","Nigeria-PapuaNewGuinea"
"FALCIPARUM_STR_4508","Nigeria-Peru"
"FALCIPARUM_STR_10247","Nigeria-Peru"
"FALCIPARUM_STR_14495","Nigeria-Peru"
"FALCIPARUM_STR_20133","Nigeria-Peru"
"FALCIPARUM_STR_20149","Nigeria-Peru"
"FALCIPARUM_STR_20161","Nigeria-Peru"
"FALCIPARUM_STR_28756","Nigeria-Peru"
"FALCIPARUM_STR_30118","Nigeria-Peru"
"FALCIPARUM_STR_31186","Nigeria-Peru"
"FALCIPARUM_STR_32835","Nigeria-Peru"
"FALCIPARUM_STR_73617","Nigeria-Thailand"
"FALCIPARUM_STR_33953","Nigeria-Thailand"
"FALCIPARUM_STR_64764","Nigeria-Thailand"
"FALCIPARUM_STR_79477","Nigeria-Thailand"
"FALCIPARUM_STR_18843","Nigeria-Thailand"
"FALCIPARUM_STR_28375","Nigeria-Thailand"
"FALCIPARUM_STR_33501","Nigeria-Thailand"
"FALCIPARUM_STR_95714","Nigeria-Thailand"
"FALCIPARUM_STR_39118","Nigeria-Thailand"
"FALCIPARUM_STR_80238","Nigeria-Thailand"
"FALCIPARUM_STR_73617","Nigeria-VietNam"
"FALCIPARUM_STR_28375","Nigeria-VietNam"
"FALCIPARUM_STR_95714","Nigeria-VietNam"
"FALCIPARUM_STR_18843","Nigeria-VietNam"
"FALCIPARUM_STR_28730","Nigeria-VietNam"
"FALCIPARUM_STR_79477","Nigeria-VietNam"
"FALCIPARUM_STR_51712","Nigeria-VietNam"
"FALCIPARUM_STR_5028","Nigeria-VietNam"
"FALCIPARUM_STR_33953","Nigeria-VietNam"
"FALCIPARUM_STR_19579","Nigeria-VietNam"
"FALCIPARUM_STR_15055","PapuaNewGuinea-Colombia"
"FALCIPARUM_STR_15081","PapuaNewGuinea-Colombia"
"FALCIPARUM_STR_21102","PapuaNewGuinea-Colombia"
"FALCIPARUM_STR_21390","PapuaNewGuinea-Colombia"
"FALCIPARUM_STR_28375","PapuaNewGuinea-Colombia"
"FALCIPARUM_STR_28381","PapuaNewGuinea-Colombia"
"FALCIPARUM_STR_28446","PapuaNewGuinea-Colombia"
"FALCIPARUM_STR_28714","PapuaNewGuinea-Colombia"
"FALCIPARUM_STR_28730","PapuaNewGuinea-Colombia"
"FALCIPARUM_STR_28751","PapuaNewGuinea-Colombia"
"FALCIPARUM_STR_4508","PapuaNewGuinea-Peru"
"FALCIPARUM_STR_4831","PapuaNewGuinea-Peru"
"FALCIPARUM_STR_4950","PapuaNewGuinea-Peru"
"FALCIPARUM_STR_5507","PapuaNewGuinea-Peru"
"FALCIPARUM_STR_13115","PapuaNewGuinea-Peru"
"FALCIPARUM_STR_14495","PapuaNewGuinea-Peru"
"FALCIPARUM_STR_15055","PapuaNewGuinea-Peru"
"FALCIPARUM_STR_20149","PapuaNewGuinea-Peru"
"FALCIPARUM_STR_21271","PapuaNewGuinea-Peru"
"FALCIPARUM_STR_24149","PapuaNewGuinea-Peru"
"FALCIPARUM_STR_10803","Senegal-Bangladesh"
"FALCIPARUM_STR_38162","Senegal-Bangladesh"
"FALCIPARUM_STR_10532","Senegal-Bangladesh"
"FALCIPARUM_STR_93966","Senegal-Bangladesh"
"FALCIPARUM_STR_38196","Senegal-Bangladesh"
"FALCIPARUM_STR_69274","Senegal-Bangladesh"
"FALCIPARUM_STR_38211","Senegal-Bangladesh"
"FALCIPARUM_STR_80583","Senegal-Bangladesh"
"FALCIPARUM_STR_63794","Senegal-Bangladesh"
"FALCIPARUM_STR_39118","Senegal-Bangladesh"
"FALCIPARUM_STR_71594","Senegal-Benin"
"FALCIPARUM_STR_28381","Senegal-Benin"
"FALCIPARUM_STR_42666","Senegal-Benin"
"FALCIPARUM_STR_40639","Senegal-Benin"
"FALCIPARUM_STR_101013","Senegal-Benin"
"FALCIPARUM_STR_24913","Senegal-Benin"
"FALCIPARUM_STR_71751","Senegal-Benin"
"FALCIPARUM_STR_91529","Senegal-Benin"
"FALCIPARUM_STR_79725","Senegal-Benin"
"FALCIPARUM_STR_82576","Senegal-Benin"
"FALCIPARUM_STR_70842","Senegal-Cambodia"
"FALCIPARUM_STR_100098","Senegal-Cambodia"
"FALCIPARUM_STR_28730","Senegal-Cambodia"
"FALCIPARUM_STR_28375","Senegal-Cambodia"
"FALCIPARUM_STR_40112","Senegal-Cambodia"
"FALCIPARUM_STR_53220","Senegal-Cambodia"
"FALCIPARUM_STR_95714","Senegal-Cambodia"
"FALCIPARUM_STR_73617","Senegal-Cambodia"
"FALCIPARUM_STR_95907","Senegal-Cambodia"
"FALCIPARUM_STR_99848","Senegal-Cambodia"
"FALCIPARUM_STR_1204","Senegal-Cameroon"
"FALCIPARUM_STR_14871","Senegal-Cameroon"
"FALCIPARUM_STR_91529","Senegal-Cameroon"
"FALCIPARUM_STR_40639","Senegal-Cameroon"
"FALCIPARUM_STR_38068","Senegal-Cameroon"
"FALCIPARUM_STR_2070","Senegal-Cameroon"
"FALCIPARUM_STR_48562","Senegal-Cameroon"
"FALCIPARUM_STR_38180","Senegal-Cameroon"
"FALCIPARUM_STR_12911","Senegal-Cameroon"
"FALCIPARUM_STR_38241","Senegal-Cameroon"
"FALCIPARUM_STR_15081","Senegal-Colombia"
"FALCIPARUM_STR_21390","Senegal-Colombia"
"FALCIPARUM_STR_28381","Senegal-Colombia"
"FALCIPARUM_STR_28446","Senegal-Colombia"
"FALCIPARUM_STR_28751","Senegal-Colombia"
"FALCIPARUM_STR_28756","Senegal-Colombia"
"FALCIPARUM_STR_30888","Senegal-Colombia"
"FALCIPARUM_STR_31650","Senegal-Colombia"
"FALCIPARUM_STR_51618","Senegal-Colombia"
"FALCIPARUM_STR_86508","Senegal-Colombia"
"FALCIPARUM_STR_95585","Senegal-Gambia"
"FALCIPARUM_STR_30200","Senegal-Gambia"
"FALCIPARUM_STR_24360","Senegal-Gambia"
"FALCIPARUM_STR_69702","Senegal-Gambia"
"FALCIPARUM_STR_8765","Senegal-Gambia"
"FALCIPARUM_STR_39228","Senegal-Gambia"
"FALCIPARUM_STR_10082","Senegal-Gambia"
"FALCIPARUM_STR_101013","Senegal-Gambia"
"FALCIPARUM_STR_69126","Senegal-Gambia"
"FALCIPARUM_STR_55109","Senegal-Gambia"
"FALCIPARUM_STR_8765","Senegal-IvoryCoast"
"FALCIPARUM_STR_87326","Senegal-IvoryCoast"
"FALCIPARUM_STR_62262","Senegal-IvoryCoast"
"FALCIPARUM_STR_573","Senegal-IvoryCoast"
"FALCIPARUM_STR_42666","Senegal-IvoryCoast"
"FALCIPARUM_STR_24360","Senegal-IvoryCoast"
"FALCIPARUM_STR_48562","Senegal-IvoryCoast"
"FALCIPARUM_STR_91167","Senegal-IvoryCoast"
"FALCIPARUM_STR_99257","Senegal-IvoryCoast"
"FALCIPARUM_STR_30118","Senegal-IvoryCoast"
"FALCIPARUM_STR_100098","Senegal-Laos"
"FALCIPARUM_STR_95714","Senegal-Laos"
"FALCIPARUM_STR_8856","Senegal-Laos"
"FALCIPARUM_STR_28375","Senegal-Laos"
"FALCIPARUM_STR_10803","Senegal-Laos"
"FALCIPARUM_STR_70842","Senegal-Laos"
"FALCIPARUM_STR_10532","Senegal-Laos"
"FALCIPARUM_STR_53220","Senegal-Laos"
"FALCIPARUM_STR_73617","Senegal-Laos"
"FALCIPARUM_STR_19579","Senegal-Laos"
"FALCIPARUM_STR_42666","Senegal-Mauritania"
"FALCIPARUM_STR_24609","Senegal-Mauritania"
"FALCIPARUM_STR_48868","Senegal-Mauritania"
"FALCIPARUM_STR_30200","Senegal-Mauritania"
"FALCIPARUM_STR_48691","Senegal-Mauritania"
"FALCIPARUM_STR_55109","Senegal-Mauritania"
"FALCIPARUM_STR_36662","Senegal-Mauritania"
"FALCIPARUM_STR_62262","Senegal-Mauritania"
"FALCIPARUM_STR_69702","Senegal-Mauritania"
"FALCIPARUM_STR_28262","Senegal-Mauritania"
"FALCIPARUM_STR_70842","Senegal-Myanmar"
"FALCIPARUM_STR_100098","Senegal-Myanmar"
"FALCIPARUM_STR_10532","Senegal-Myanmar"
"FALCIPARUM_STR_10803","Senegal-Myanmar"
"FALCIPARUM_STR_69274","Senegal-Myanmar"
"FALCIPARUM_STR_51408","Senegal-Myanmar"
"FALCIPARUM_STR_28730","Senegal-Myanmar"
"FALCIPARUM_STR_38162","Senegal-Myanmar"
"FALCIPARUM_STR_35146","Senegal-Myanmar"
"FALCIPARUM_STR_19579","Senegal-Myanmar"
"FALCIPARUM_STR_49922","Senegal-Nigeria"
"FALCIPARUM_STR_104092","Senegal-Nigeria"
"FALCIPARUM_STR_40888","Senegal-Nigeria"
"FALCIPARUM_STR_68735","Senegal-Nigeria"
"FALCIPARUM_STR_8440","Senegal-Nigeria"
"FALCIPARUM_STR_55338","Senegal-Nigeria"
"FALCIPARUM_STR_88015","Senegal-Nigeria"
"FALCIPARUM_STR_40740","Senegal-Nigeria"
"FALCIPARUM_STR_28262","Senegal-Nigeria"
"FALCIPARUM_STR_23992","Senegal-Nigeria"
"FALCIPARUM_STR_103268","Senegal-PapuaNewGuinea"
"FALCIPARUM_STR_68365","Senegal-PapuaNewGuinea"
"FALCIPARUM_STR_31184","Senegal-PapuaNewGuinea"
"FALCIPARUM_STR_31124","Senegal-PapuaNewGuinea"
"FALCIPARUM_STR_10532","Senegal-PapuaNewGuinea"
"FALCIPARUM_STR_69274","Senegal-PapuaNewGuinea"
"FALCIPARUM_STR_31269","Senegal-PapuaNewGuinea"
"FALCIPARUM_STR_33952","Senegal-PapuaNewGuinea"
"FALCIPARUM_STR_10803","Senegal-PapuaNewGuinea"
"FALCIPARUM_STR_5028","Senegal-PapuaNewGuinea"
"FALCIPARUM_STR_4950","Senegal-Peru"
"FALCIPARUM_STR_14495","Senegal-Peru"
"FALCIPARUM_STR_20149","Senegal-Peru"
"FALCIPARUM_STR_28756","Senegal-Peru"
"FALCIPARUM_STR_33082","Senegal-Peru"
"FALCIPARUM_STR_38241","Senegal-Peru"
"FALCIPARUM_STR_40020","Senegal-Peru"
"FALCIPARUM_STR_40112","Senegal-Peru"
"FALCIPARUM_STR_45712","Senegal-Peru"
"FALCIPARUM_STR_62495","Senegal-Peru"
"FALCIPARUM_STR_70842","Senegal-Thailand"
"FALCIPARUM_STR_100098","Senegal-Thailand"
"FALCIPARUM_STR_38162","Senegal-Thailand"
"FALCIPARUM_STR_95714","Senegal-Thailand"
"FALCIPARUM_STR_80238","Senegal-Thailand"
"FALCIPARUM_STR_73617","Senegal-Thailand"
"FALCIPARUM_STR_28730","Senegal-Thailand"
"FALCIPARUM_STR_10532","Senegal-Thailand"
"FALCIPARUM_STR_10803","Senegal-Thailand"
"FALCIPARUM_STR_84209","Senegal-Thailand"
"FALCIPARUM_STR_70842","Senegal-VietNam"
"FALCIPARUM_STR_95714","Senegal-VietNam"
"FALCIPARUM_STR_28730","Senegal-VietNam"
"FALCIPARUM_STR_28375","Senegal-VietNam"
"FALCIPARUM_STR_73617","Senegal-VietNam"
"FALCIPARUM_STR_5028","Senegal-VietNam"
"FALCIPARUM_STR_78541","Senegal-VietNam"
"FALCIPARUM_STR_19579","Senegal-VietNam"
"FALCIPARUM_STR_10532","Senegal-VietNam"
"FALCIPARUM_STR_28816","Senegal-VietNam"
"FALCIPARUM_STR_10803","Tanzania-Bangladesh"
"FALCIPARUM_STR_10532","Tanzania-Bangladesh"
"FALCIPARUM_STR_58601","Tanzania-Bangladesh"
"FALCIPARUM_STR_69274","Tanzania-Bangladesh"
"FALCIPARUM_STR_13878","Tanzania-Bangladesh"
"FALCIPARUM_STR_80583","Tanzania-Bangladesh"
"FALCIPARUM_STR_73617","Tanzania-Bangladesh"
"FALCIPARUM_STR_35000","Tanzania-Bangladesh"
"FALCIPARUM_STR_9636","Tanzania-Bangladesh"
"FALCIPARUM_STR_102916","Tanzania-Bangladesh"
"FALCIPARUM_STR_38211","Tanzania-Benin"
"FALCIPARUM_STR_38196","Tanzania-Benin"
"FALCIPARUM_STR_38162","Tanzania-Benin"
"FALCIPARUM_STR_38102","Tanzania-Benin"
"FALCIPARUM_STR_38197","Tanzania-Benin"
"FALCIPARUM_STR_14854","Tanzania-Benin"
"FALCIPARUM_STR_38241","Tanzania-Benin"
"FALCIPARUM_STR_38019","Tanzania-Benin"
"FALCIPARUM_STR_38020","Tanzania-Benin"
"FALCIPARUM_STR_16855","Tanzania-Benin"
"FALCIPARUM_STR_99848","Tanzania-Cambodia"
"FALCIPARUM_STR_100098","Tanzania-Cambodia"
"FALCIPARUM_STR_45404","Tanzania-Cambodia"
"FALCIPARUM_STR_28730","Tanzania-Cambodia"
"FALCIPARUM_STR_73617","Tanzania-Cambodia"
"FALCIPARUM_STR_70842","Tanzania-Cambodia"
"FALCIPARUM_STR_28375","Tanzania-Cambodia"
"FALCIPARUM_STR_95714","Tanzania-Cambodia"
"FALCIPARUM_STR_91975","Tanzania-Cambodia"
"FALCIPARUM_STR_40146","Tanzania-Cambodia"
"FALCIPARUM_STR_38211","Tanzania-Cameroon"
"FALCIPARUM_STR_38162","Tanzania-Cameroon"
"FALCIPARUM_STR_38102","Tanzania-Cameroon"
"FALCIPARUM_STR_38180","Tanzania-Cameroon"
"FALCIPARUM_STR_38241","Tanzania-Cameroon"
"FALCIPARUM_STR_71082","Tanzania-Cameroon"
"FALCIPARUM_STR_38068","Tanzania-Cameroon"
"FALCIPARUM_STR_38020","Tanzania-Cameroon"
"FALCIPARUM_STR_1204","Tanzania-Cameroon"
"FALCIPARUM_STR_38019","Tanzania-Cameroon"
"FALCIPARUM_STR_15081","Tanzania-Colombia"
"FALCIPARUM_STR_21390","Tanzania-Colombia"
"FALCIPARUM_STR_28446","Tanzania-Colombia"
"FALCIPARUM_STR_28751","Tanzania-Colombia"
"FALCIPARUM_STR_31262","Tanzania-Colombia"
"FALCIPARUM_STR_86508","Tanzania-Colombia"
"FALCIPARUM_STR_86511","Tanzania-Colombia"
"FALCIPARUM_STR_90428","Tanzania-Colombia"
"FALCIPARUM_STR_85311","Tanzania-Colombia"
"FALCIPARUM_STR_28756","Tanzania-Colombia"
"FALCIPARUM_STR_38211","Tanzania-Gambia"
"FALCIPARUM_STR_38162","Tanzania-Gambia"
"FALCIPARUM_STR_38196","Tanzania-Gambia"
"FALCIPARUM_STR_38102","Tanzania-Gambia"
"FALCIPARUM_STR_38197","Tanzania-Gambia"
"FALCIPARUM_STR_38241","Tanzania-Gambia"
"FALCIPARUM_STR_38020","Tanzania-Gambia"
"FALCIPARUM_STR_38019","Tanzania-Gambia"
"FALCIPARUM_STR_14871","Tanzania-Gambia"
"FALCIPARUM_STR_71082","Tanzania-Gambia"
"FALCIPARUM_STR_38196","Tanzania-Ghana"
"FALCIPARUM_STR_38211","Tanzania-Ghana"
"FALCIPARUM_STR_38197","Tanzania-Ghana"
"FALCIPARUM_STR_38162","Tanzania-Ghana"
"FALCIPARUM_STR_38102","Tanzania-Ghana"
"FALCIPARUM_STR_38241","Tanzania-Ghana"
"FALCIPARUM_STR_52441","Tanzania-Ghana"
"FALCIPARUM_STR_38020","Tanzania-Ghana"
"FALCIPARUM_STR_71082","Tanzania-Ghana"
"FALCIPARUM_STR_14871","Tanzania-Ghana"
"FALCIPARUM_STR_38197","Tanzania-Guinea"
"FALCIPARUM_STR_38196","Tanzania-Guinea"
"FALCIPARUM_STR_38211","Tanzania-Guinea"
"FALCIPARUM_STR_38162","Tanzania-Guinea"
"FALCIPARUM_STR_38102","Tanzania-Guinea"
"FALCIPARUM_STR_38020","Tanzania-Guinea"
"FALCIPARUM_STR_38241","Tanzania-Guinea"
"FALCIPARUM_STR_52441","Tanzania-Guinea"
"FALCIPARUM_STR_66349","Tanzania-Guinea"
"FALCIPARUM_STR_18612","Tanzania-Guinea"
"FALCIPARUM_STR_38211","Tanzania-IvoryCoast"
"FALCIPARUM_STR_38196","Tanzania-IvoryCoast"
"FALCIPARUM_STR_38102","Tanzania-IvoryCoast"
"FALCIPARUM_STR_38162","Tanzania-IvoryCoast"
"FALCIPARUM_STR_38197","Tanzania-IvoryCoast"
"FALCIPARUM_STR_38241","Tanzania-IvoryCoast"
"FALCIPARUM_STR_38020","Tanzania-IvoryCoast"
"FALCIPARUM_STR_52441","Tanzania-IvoryCoast"
"FALCIPARUM_STR_71082","Tanzania-IvoryCoast"
"FALCIPARUM_STR_14871","Tanzania-IvoryCoast"
"FALCIPARUM_STR_45404","Tanzania-Laos"
"FALCIPARUM_STR_95714","Tanzania-Laos"
"FALCIPARUM_STR_100098","Tanzania-Laos"
"FALCIPARUM_STR_28375","Tanzania-Laos"
"FALCIPARUM_STR_8856","Tanzania-Laos"
"FALCIPARUM_STR_73617","Tanzania-Laos"
"FALCIPARUM_STR_70842","Tanzania-Laos"
"FALCIPARUM_STR_75862","Tanzania-Laos"
"FALCIPARUM_STR_10532","Tanzania-Laos"
"FALCIPARUM_STR_102916","Tanzania-Laos"
"FALCIPARUM_STR_38211","Tanzania-Madagascar"
"FALCIPARUM_STR_22341","Tanzania-Madagascar"
"FALCIPARUM_STR_38196","Tanzania-Madagascar"
"FALCIPARUM_STR_38180","Tanzania-Madagascar"
"FALCIPARUM_STR_22246","Tanzania-Madagascar"
"FALCIPARUM_STR_38197","Tanzania-Madagascar"
"FALCIPARUM_STR_38182","Tanzania-Madagascar"
"FALCIPARUM_STR_38102","Tanzania-Madagascar"
"FALCIPARUM_STR_28756","Tanzania-Madagascar"
"FALCIPARUM_STR_22181","Tanzania-Madagascar"
"FALCIPARUM_STR_38211","Tanzania-Mali"
"FALCIPARUM_STR_38196","Tanzania-Mali"
"FALCIPARUM_STR_38162","Tanzania-Mali"
"FALCIPARUM_STR_38197","Tanzania-Mali"
"FALCIPARUM_STR_38102","Tanzania-Mali"
"FALCIPARUM_STR_38020","Tanzania-Mali"
"FALCIPARUM_STR_38019","Tanzania-Mali"
"FALCIPARUM_STR_71082","Tanzania-Mali"
"FALCIPARUM_STR_14871","Tanzania-Mali"
"FALCIPARUM_STR_52441","Tanzania-Mali"
"FALCIPARUM_STR_38211","Tanzania-Mauritania"
"FALCIPARUM_STR_38196","Tanzania-Mauritania"
"FALCIPARUM_STR_38162","Tanzania-Mauritania"
"FALCIPARUM_STR_38197","Tanzania-Mauritania"
"FALCIPARUM_STR_38102","Tanzania-Mauritania"
"FALCIPARUM_STR_71082","Tanzania-Mauritania"
"FALCIPARUM_STR_14871","Tanzania-Mauritania"
"FALCIPARUM_STR_38241","Tanzania-Mauritania"
"FALCIPARUM_STR_28458","Tanzania-Mauritania"
"FALCIPARUM_STR_46477","Tanzania-Mauritania"
"FALCIPARUM_STR_100098","Tanzania-Myanmar"
"FALCIPARUM_STR_70842","Tanzania-Myanmar"
"FALCIPARUM_STR_10532","Tanzania-Myanmar"
"FALCIPARUM_STR_45404","Tanzania-Myanmar"
"FALCIPARUM_STR_10803","Tanzania-Myanmar"
"FALCIPARUM_STR_28730","Tanzania-Myanmar"
"FALCIPARUM_STR_13878","Tanzania-Myanmar"
"FALCIPARUM_STR_84610","Tanzania-Myanmar"
"FALCIPARUM_STR_73617","Tanzania-Myanmar"
"FALCIPARUM_STR_35146","Tanzania-Myanmar"
"FALCIPARUM_STR_38211","Tanzania-Nigeria"
"FALCIPARUM_STR_38197","Tanzania-Nigeria"
"FALCIPARUM_STR_38162","Tanzania-Nigeria"
"FALCIPARUM_STR_38102","Tanzania-Nigeria"
"FALCIPARUM_STR_49922","Tanzania-Nigeria"
"FALCIPARUM_STR_52441","Tanzania-Nigeria"
"FALCIPARUM_STR_38020","Tanzania-Nigeria"
"FALCIPARUM_STR_38019","Tanzania-Nigeria"
"FALCIPARUM_STR_38241","Tanzania-Nigeria"
"FALCIPARUM_STR_38196","Tanzania-Nigeria"
"FALCIPARUM_STR_68365","Tanzania-PapuaNewGuinea"
"FALCIPARUM_STR_103268","Tanzania-PapuaNewGuinea"
"FALCIPARUM_STR_31124","Tanzania-PapuaNewGuinea"
"FALCIPARUM_STR_5507","Tanzania-PapuaNewGuinea"
"FALCIPARUM_STR_10460","Tanzania-PapuaNewGuinea"
"FALCIPARUM_STR_44690","Tanzania-PapuaNewGuinea"
"FALCIPARUM_STR_10532","Tanzania-PapuaNewGuinea"
"FALCIPARUM_STR_31184","Tanzania-PapuaNewGuinea"
"FALCIPARUM_STR_101842","Tanzania-PapuaNewGuinea"
"FALCIPARUM_STR_39610","Tanzania-PapuaNewGuinea"
"FALCIPARUM_STR_4950","Tanzania-Peru"
"FALCIPARUM_STR_20149","Tanzania-Peru"
"FALCIPARUM_STR_38241","Tanzania-Peru"
"FALCIPARUM_STR_62495","Tanzania-Peru"
"FALCIPARUM_STR_75482","Tanzania-Peru"
"FALCIPARUM_STR_84919","Tanzania-Peru"
"FALCIPARUM_STR_90428","Tanzania-Peru"
"FALCIPARUM_STR_40020","Tanzania-Peru"
"FALCIPARUM_STR_87756","Tanzania-Peru"
"FALCIPARUM_STR_63996","Tanzania-Peru"
"FALCIPARUM_STR_38162","Tanzania-Senegal"
"FALCIPARUM_STR_38211","Tanzania-Senegal"
"FALCIPARUM_STR_38196","Tanzania-Senegal"
"FALCIPARUM_STR_38197","Tanzania-Senegal"
"FALCIPARUM_STR_38102","Tanzania-Senegal"
"FALCIPARUM_STR_38020","Tanzania-Senegal"
"FALCIPARUM_STR_52441","Tanzania-Senegal"
"FALCIPARUM_STR_48868","Tanzania-Senegal"
"FALCIPARUM_STR_14871","Tanzania-Senegal"
"FALCIPARUM_STR_38019","Tanzania-Senegal"
"FALCIPARUM_STR_100098","Tanzania-Thailand"
"FALCIPARUM_STR_73617","Tanzania-Thailand"
"FALCIPARUM_STR_70842","Tanzania-Thailand"
"FALCIPARUM_STR_80238","Tanzania-Thailand"
"FALCIPARUM_STR_95714","Tanzania-Thailand"
"FALCIPARUM_STR_28730","Tanzania-Thailand"
"FALCIPARUM_STR_70523","Tanzania-Thailand"
"FALCIPARUM_STR_51591","Tanzania-Thailand"
"FALCIPARUM_STR_51593","Tanzania-Thailand"
"FALCIPARUM_STR_10532","Tanzania-Thailand"
"FALCIPARUM_STR_95714","Tanzania-VietNam"
"FALCIPARUM_STR_28730","Tanzania-VietNam"
"FALCIPARUM_STR_45404","Tanzania-VietNam"
"FALCIPARUM_STR_73617","Tanzania-VietNam"
"FALCIPARUM_STR_70842","Tanzania-VietNam"
"FALCIPARUM_STR_28375","Tanzania-VietNam"
"FALCIPARUM_STR_99848","Tanzania-VietNam"
"FALCIPARUM_STR_45407","Tanzania-VietNam"
"FALCIPARUM_STR_51712","Tanzania-VietNam"
"FALCIPARUM_STR_5028","Tanzania-VietNam"
"FALCIPARUM_STR_80217","Thailand-Bangladesh"
"FALCIPARUM_STR_71273","Thailand-Bangladesh"
"FALCIPARUM_STR_49110","Thailand-Bangladesh"
"FALCIPARUM_STR_102818","Thailand-Bangladesh"
"FALCIPARUM_STR_58910","Thailand-Bangladesh"
"FALCIPARUM_STR_21806","Thailand-Bangladesh"
"FALCIPARUM_STR_35168","Thailand-Bangladesh"
"FALCIPARUM_STR_42666","Thailand-Bangladesh"
"FALCIPARUM_STR_99257","Thailand-Bangladesh"
"FALCIPARUM_STR_84209","Thailand-Bangladesh"
"FALCIPARUM_STR_10532","Thailand-Colombia"
"FALCIPARUM_STR_10803","Thailand-Colombia"
"FALCIPARUM_STR_15081","Thailand-Colombia"
"FALCIPARUM_STR_21390","Thailand-Colombia"
"FALCIPARUM_STR_28375","Thailand-Colombia"
"FALCIPARUM_STR_28381","Thailand-Colombia"
"FALCIPARUM_STR_28446","Thailand-Colombia"
"FALCIPARUM_STR_28714","Thailand-Colombia"
"FALCIPARUM_STR_28730","Thailand-Colombia"
"FALCIPARUM_STR_28798","Thailand-Colombia"
"FALCIPARUM_STR_99257","Thailand-Myanmar"
"FALCIPARUM_STR_47306","Thailand-Myanmar"
"FALCIPARUM_STR_21806","Thailand-Myanmar"
"FALCIPARUM_STR_27349","Thailand-Myanmar"
"FALCIPARUM_STR_96088","Thailand-Myanmar"
"FALCIPARUM_STR_69968","Thailand-Myanmar"
"FALCIPARUM_STR_75687","Thailand-Myanmar"
"FALCIPARUM_STR_71594","Thailand-Myanmar"
"FALCIPARUM_STR_24609","Thailand-Myanmar"
"FALCIPARUM_STR_25356","Thailand-Myanmar"
"FALCIPARUM_STR_31184","Thailand-PapuaNewGuinea"
"FALCIPARUM_STR_31148","Thailand-PapuaNewGuinea"
"FALCIPARUM_STR_31269","Thailand-PapuaNewGuinea"
"FALCIPARUM_STR_31298","Thailand-PapuaNewGuinea"
"FALCIPARUM_STR_28730","Thailand-PapuaNewGuinea"
"FALCIPARUM_STR_10460","Thailand-PapuaNewGuinea"
"FALCIPARUM_STR_39228","Thailand-PapuaNewGuinea"
"FALCIPARUM_STR_31113","Thailand-PapuaNewGuinea"
"FALCIPARUM_STR_71273","Thailand-PapuaNewGuinea"
"FALCIPARUM_STR_83530","Thailand-PapuaNewGuinea"
"FALCIPARUM_STR_4950","Thailand-Peru"
"FALCIPARUM_STR_10803","Thailand-Peru"
"FALCIPARUM_STR_12658","Thailand-Peru"
"FALCIPARUM_STR_13115","Thailand-Peru"
"FALCIPARUM_STR_14998","Thailand-Peru"
"FALCIPARUM_STR_15512","Thailand-Peru"
"FALCIPARUM_STR_20149","Thailand-Peru"
